Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True,Transported_True
0.7119453650967104,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,True,False,False,False,True,False,False
-0.33403748485524115,-0.17352834651501453,-0.27868854450525776,-0.2459712340863275,0.2092672125090491,-0.22769155475646868,False,False,False,False,True,False,True
2.0368569750358487,-0.2725265895365879,1.9349220128041078,-0.2873167272969758,5.634033893618504,-0.223327219456695,True,False,False,False,True,True,False
0.29355222511592977,-0.33702544483852215,0.5119309817106469,0.32625039194904515,2.655075090141921,-0.09763436282321385,True,False,False,False,True,False,False
-0.8918950048296153,0.11746648903324669,-0.24083313547922153,-0.03758994830466,0.22334380461053324,-0.26435197127456733,False,False,False,False,True,False,True
1.0606063150806941,-0.33702544483852215,0.015466601041319009,-0.2873167272969758,-0.01771783512738289,-0.2660977053944768,False,False,False,True,False,False,True
-0.19457310486164758,-0.2740265629157027,0.6707995835248317,-0.28235526811169803,-0.27373585397312594,-0.2660977053944768,False,False,False,False,True,False,True
-0.05510872486805407,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,,False,False,True,False,True,False,True
0.4330166051095233,-0.33702544483852215,0.2028819047439903,-0.259201791913735,-0.08370186060308986,-0.2660977053944768,False,False,False,False,True,False,True
-1.0313593848232088,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,True,False,True,False,False,False,True
0.3632844151127265,-0.33702544483852215,-0.2842737687877877,,-0.27373585397312594,-0.2660977053944768,True,False,True,False,True,False,True
1.130338505077491,-0.27852648305304695,4.242860802440646,0.6867830927458984,-0.17695928327542237,-0.15786218996009024,True,False,False,False,False,False,True
0.22382003511913298,-0.2275273881631455,-0.2842737687877877,1.5699228277253463,-0.27373585397312594,-0.16746372761959227,False,True,False,False,True,False,True
1.3395350750678812,0.7414554147449821,-0.283653188311951,-0.1798184449492902,-0.27373585397312594,-0.24514889595556327,False,False,False,False,True,False,False
-0.05510872486805407,-0.32502565780560416,0.320171614677119,-0.26747089055586465,-0.27197627996044044,-0.2599876359747937,False,False,False,False,True,False,True
0.15408784512233623,-0.28902629670685015,-0.2842737687877877,1.161429354804141,-0.27373585397312594,-0.2660977053944768,False,False,False,False,True,False,False
-0.12484091486485083,1.5919403207030445,-0.2085629507357152,,-0.27373585397312594,-0.2660977053944768,False,True,False,False,False,False,False
-0.33403748485524115,-0.33702544483852215,-0.283653188311951,-0.2873167272969758,-0.27373585397312594,0.28991861179668643,False,False,False,False,False,False,False
1.130338505077491,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,False,True,True,False,True,False,True
-2.0076100447783634,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,False,False,False,False,True,False,True
-1.0313593848232088,0.2809635873567543,-0.2842737687877877,-0.2856629075685499,-0.27373585397312594,0.32657902831478514,False,False,False,False,False,False,False
-1.9378778547815667,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,False,False,True,False,True,False,False
1.409267265064678,-0.33702544483852215,-0.2842737687877877,-0.2873167272969758,-0.27373585397312594,-0.2660977053944768,False,False,True,False,False,False,False
